行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,细分,城市,省/自治区,国家,地区,产品 ID,产品名称,销售额,数量,折扣,利润
3774,CN-2017-4373153,2017/10/3,2017/10/5,一级,白欢-14245,小型企业,保定,河北,中国,华北,办公用-美术-10000574,"Sanford 铅笔刀, 金属",632.1,5,0,233.8
4314,CN-2018-5181244,2018/1/9,2018/1/14,标准级,巩嘉-14500,消费者,银川,宁夏,中国,西北,办公用-用品-10000222,"Kleencut 开信刀, 蓝色",631.4,5,0,50.4
3374,US-2018-1346492,2018/6/17,2018/6/20,二级,潘惠-14425,消费者,鹿城,安徽,中国,华东,家具-用具-10000331,"Advantus 门挡, 一包多件",631.26,3,0,252.42
3929,US-2018-1761745,2018/5/2,2018/5/8,标准级,尹凤-13045,公司,杭州,浙江,中国,华东,办公用-纸张-10002346,"Eaton 信纸, 回收",631.26,3,0,309.12
6274,CN-2016-2063413,2016/11/6,2016/11/9,一级,邓达-11785,消费者,合德,江苏,中国,华东,家具-用具-10000331,"Advantus 门挡, 一包多件",631.26,5,0.4,-0.14
597,CN-2018-4195213,2018/6/21,2018/6/22,一级,陶盛-20395,消费者,宜宾,四川,中国,西南,技术-配件-10003190,"SanDisk 记忆卡, 耐用",630.672,2,0.4,-420.448
1178,US-2018-5033587,2018/8/13,2018/8/18,标准级,沈聪-11710,消费者,成都,四川,中国,西南,技术-配件-10003190,"SanDisk 记忆卡, 耐用",630.672,2,0.4,-420.448
6085,CN-2015-2045726,2015/6/17,2015/6/21,标准级,涂丽-15955,消费者,鞍山,辽宁,中国,东北,技术-配件-10002869,"贝尔金 记忆卡, 回收",630.672,2,0.4,73.472
9560,CN-2016-2373769,2016/4/20,2016/4/23,一级,常升-20020,消费者,鹤岗,黑龙江,中国,东北,家具-用具-10001410,"Advantus 门挡, 黑色",630.42,3,0,107.1
9360,CN-2016-5223739,2016/8/25,2016/8/27,二级,郭博-10525,公司,深圳,广东,中国,中南,办公用-系固-10001658,"Stockwell 回形针, 整包",630,10,0,131.6
6266,CN-2015-2017739,2015/10/21,2015/10/24,二级,邹凤-13000,消费者,抚顺,辽宁,中国,东北,家具-用具-10002267,"Advantus 分层置放架, 优质",629.748,9,0.4,94.248
8590,CN-2018-3042636,2018/11/13,2018/11/18,标准级,武廷-21310,消费者,朝阳,辽宁,中国,东北,技术-配件-10003923,"SanDisk 记忆卡, 实惠",629.496,2,0.4,-209.944
8537,US-2016-5339863,2016/11/22,2016/11/29,标准级,李康-15385,消费者,天津,天津,中国,华北,办公用-美术-10004191,"Binney & Smith 铅笔刀, 整包",628.6,5,0,308
1285,CN-2016-5525339,2016/10/6,2016/10/10,标准级,罗琼-19615,消费者,宿州,安徽,中国,华东,办公用-纸张-10002986,"施乐 信纸, 回收",628.32,3,0,49.98
7898,US-2016-5510381,2016/1/5,2016/1/10,标准级,钟松-20620,公司,常州,江苏,中国,华东,办公用-纸张-10002986,"施乐 信纸, 回收",628.32,3,0,49.98
3020,CN-2015-2203847,2015/6/23,2015/6/28,标准级,白忠-11515,消费者,开化,云南,中国,西南,办公用-收纳-10000923,"Tenex 文件车, 工业",628.18,1,0,232.4
3914,US-2018-1925348,2018/11/27,2018/12/1,标准级,顾丹-11965,公司,济南,山东,中国,华东,办公用-收纳-10000923,"Tenex 文件车, 工业",628.18,1,0,232.4
3432,CN-2018-4225447,2018/10/28,2018/11/1,标准级,彭博-10555,公司,咸阳,陕西,中国,西北,办公用-用品-10003039,"Acme 开信刀, 锯齿状",627.9,5,0,269.5
1296,CN-2018-1119011,2018/9/11,2018/9/15,标准级,薛梦-18190,消费者,上海,上海,中国,华东,技术-设备-10000073,"爱普生 计算器, 白色",627.48,3,0,225.54
9304,CN-2016-4266965,2016/12/26,2016/12/30,标准级,薛关-15580,消费者,集宁,内蒙古,中国,华北,办公用-纸张-10000628,"施乐 备忘录便条, 多色",627.48,9,0,11.34
4106,CN-2018-1166331,2018/12/21,2018/12/25,标准级,丁武-21925,消费者,广州,广东,中国,中南,家具-椅子-10002161,"Harbour Creations 摇椅, 每套两件",627.228,1,0.1,181.188
7920,CN-2015-2558996,2015/5/4,2015/5/6,二级,陈爽-20515,小型企业,惠城,广东,中国,中南,家具-椅子-10002161,"Harbour Creations 摇椅, 每套两件",627.228,1,0.1,181.188
8024,CN-2016-2596183,2016/8/13,2016/8/17,标准级,邹涛-21265,公司,吉首,湖南,中国,中南,办公用-系固-10002481,"Accos 橡皮筋, 金属",627.2,8,0,106.4
8767,CN-2018-1349856,2018/1/13,2018/1/19,标准级,苏江-14620,公司,广州,广东,中国,中南,办公用-收纳-10004975,"Fellowes 文件夹, 工业",627.2,5,0,100.1
231,US-2015-5555490,2015/9/19,2015/9/24,二级,沈彩-10750,消费者,呼和浩特,内蒙古,中国,华北,技术-电话-10001357,"摩托罗拉 办公室电话机, 混合尺寸",626.724,3,0.4,-251.076
6348,CN-2015-5929986,2015/12/9,2015/12/12,二级,陶丽-17665,公司,成都,四川,中国,西南,技术-电话-10001357,"摩托罗拉 办公室电话机, 混合尺寸",626.724,3,0.4,-251.076
1930,US-2017-4940133,2017/10/3,2017/10/7,标准级,常松-20575,消费者,沈阳,辽宁,中国,东北,技术-电话-10000497,"苹果 耳机, 全尺寸",626.22,3,0.4,-407.4
2233,US-2016-3964185,2016/1/30,2016/2/4,二级,佟斯-21025,小型企业,大连,辽宁,中国,东北,办公用-装订-10004939,"Ibico 打孔机, 耐用",626.22,7,0.4,-376.32
1272,CN-2017-3275681,2017/1/11,2017/1/16,二级,常松-20575,消费者,西安,陕西,中国,西北,办公用-收纳-10003617,"Tenex 文件车, 单宽度",626.08,1,0,106.4
2469,CN-2016-1198697,2016/8/3,2016/8/5,一级,徐嘉-14515,消费者,洛阳,河南,中国,中南,家具-椅子-10000374,"Harbour Creations 椅垫, 可调",625.716,2,0.1,250.236
8597,CN-2016-2558627,2016/2/28,2016/3/4,标准级,夏光-13375,消费者,深圳,广东,中国,中南,家具-椅子-10000374,"Harbour Creations 椅垫, 可调",625.716,2,0.1,250.236
5217,CN-2015-5834341,2015/6/8,2015/6/12,标准级,姚柏-19015,消费者,武穴,湖北,中国,中南,技术-电话-10002649,"诺基亚 耳机, 全尺寸",624.96,3,0.4,-156.24
2928,CN-2015-2084652,2015/9/11,2015/9/14,一级,卢壁-10450,消费者,州城,山东,中国,华东,办公用-器具-10003836,"Hoover 咖啡研磨机, 白色",624.68,2,0,293.44
6174,CN-2015-5588801,2015/12/26,2015/12/28,一级,廖宣-20905,消费者,景德镇,江西,中国,华东,办公用-器具-10003836,"Hoover 咖啡研磨机, 白色",624.68,2,0,293.44
4084,CN-2017-1718050,2017/11/11,2017/11/13,二级,邵兰-15715,消费者,北京,北京,中国,华北,办公用-纸张-10002588,"Eaton 羊皮纸, 回收",624.4,10,0,30.8
5919,CN-2015-3429663,2015/6/22,2015/6/28,标准级,涂安-10285,公司,石家庄,河北,中国,华北,办公用-用品-10004128,"Acme 修剪器, 蓝色",624.12,3,0,274.26
3995,CN-2015-2000071,2015/11/16,2015/11/22,标准级,黄丽-15820,消费者,海口,云南,中国,西南,家具-椅子-10002697,"Novimex 摇椅, 每套两件",623.84,1,0,137.2
4233,CN-2015-3279950,2015/9/27,2015/10/2,标准级,付立-16750,消费者,上海,上海,中国,华东,家具-椅子-10002697,"Novimex 摇椅, 每套两件",623.84,1,0,137.2
6473,CN-2017-4448319,2017/10/16,2017/10/22,标准级,柯巧-19465,小型企业,榆林,陕西,中国,西北,办公用-纸张-10003137,"SanDisk 羊皮纸, 优质",623.84,8,0,155.68
8726,CN-2018-2316295,2018/2/4,2018/2/8,标准级,赖虎-14035,公司,启东,江苏,中国,华东,家具-椅子-10003177,"Harbour Creations 椅垫, 每套两件",623.7,3,0.4,-114.66
5420,US-2017-1031662,2017/8/5,2017/8/9,标准级,顾君-15220,公司,石龙,广东,中国,中南,家具-用具-10000239,"Tenex 分层置放架, 耐用",623.28,6,0,111.72
7075,CN-2017-5629911,2017/9/27,2017/9/27,当日,范恒-13615,消费者,太原,山西,中国,华北,家具-用具-10000513,"Eldon 灯泡, 耐用",622.44,6,0,130.2
8486,US-2017-2877300,2017/9/24,2017/9/30,标准级,刘婵-10945,消费者,长治,山西,中国,华北,家具-用具-10000513,"Eldon 灯泡, 耐用",622.44,6,0,130.2
1553,CN-2018-3813285,2018/10/1,2018/10/2,一级,贺鹏-19045,小型企业,深圳,广东,中国,中南,办公用-收纳-10002847,"Tenex 文件车, 金属",621.6,1,0,198.8
8017,CN-2016-3269021,2016/8/15,2016/8/19,二级,罗君-15235,消费者,郸城,河南,中国,中南,办公用-收纳-10002847,"Tenex 文件车, 金属",621.6,1,0,198.8
2559,CN-2018-5037027,2018/3/8,2018/3/12,二级,徐蔓-17965,公司,哈尔滨,黑龙江,中国,东北,办公用-用品-10003316,"Stiletto 修剪器, 工业",621.18,3,0,192.36
9824,CN-2017-3407073,2017/12/26,2017/12/31,标准级,毛保-10360,公司,太原,山西,中国,华北,办公用-用品-10003316,"Stiletto 修剪器, 工业",621.18,3,0,192.36
1443,US-2018-1047687,2018/10/27,2018/11/1,标准级,程欢-14110,消费者,绍兴,浙江,中国,华东,办公用-用品-10003316,"Stiletto 修剪器, 工业",621.18,5,0.4,-93.52
958,CN-2018-3240329,2018/4/24,2018/4/26,一级,袁保-10405,公司,厦门,福建,中国,华东,家具-用具-10004193,"Rubvermaid 分层置放架, 耐用",620.76,6,0,273
2190,CN-2017-1397931,2017/6/7,2017/6/11,二级,程雯-21655,消费者,浯溪,湖南,中国,中南,办公用-用品-10004456,"Fiskars 大剪刀, 锯齿状",620.76,3,0,254.1
5712,CN-2018-3562924,2018/8/4,2018/8/8,标准级,冯婷-21040,小型企业,莱阳,山东,中国,华东,办公用-用品-10004456,"Fiskars 大剪刀, 锯齿状",620.76,3,0,254.1
4658,CN-2016-2957814,2016/11/24,2016/11/26,一级,韦磊-16135,小型企业,昌图,辽宁,中国,东北,技术-配件-10004884,"SanDisk 键区, 实惠",619.92,4,0.4,-20.72
4701,CN-2016-4687313,2016/4/2,2016/4/7,标准级,余雯-21835,消费者,沈阳,辽宁,中国,东北,技术-设备-10002232,"StarTech 收据打印机, 耐用",619.92,2,0.4,-82.88
5491,CN-2016-5781167,2016/8/4,2016/8/6,一级,白欢-14245,小型企业,碣石,广东,中国,中南,办公用-器具-10001067,"Cuisinart 搅拌机, 黑色",619.92,2,0,204.4
7662,CN-2015-2831197,2015/12/9,2015/12/13,标准级,彭琼-19645,公司,开封,河南,中国,中南,办公用-器具-10001067,"Cuisinart 搅拌机, 黑色",619.92,2,0,204.4
3707,CN-2017-3852845,2017/6/7,2017/6/11,标准级,韦君-15310,公司,吉林市,吉林,中国,东北,办公用-用品-10001002,"Acme 剪刀, 锯齿状",619.92,6,0,42.84
4682,US-2016-4150614,2016/5/4,2016/5/8,二级,邱梦-18160,消费者,杭州,浙江,中国,华东,办公用-信封-10002280,"Jiffy 搭扣信封, 红色",619.08,11,0,301.84
4548,CN-2018-5731370,2018/10/19,2018/10/24,标准级,潘锦-14920,消费者,太原,山西,中国,华北,办公用-美术-10003689,"BIC 荧光笔, 蓝色",618.38,7,0,116.62
6884,CN-2018-5334809,2018/10/29,2018/10/31,二级,秦刚-13075,公司,临沂,山东,中国,华东,家具-椅子-10002473,"SAFCO 摇椅, 黑色",618.24,1,0,111.16
3349,CN-2018-2033462,2018/3/16,2018/3/20,标准级,徐谙-18895,消费者,富阳,浙江,中国,华东,办公用-纸张-10002817,"Eaton 笔记本, 回收",618.1,5,0,30.8
4306,CN-2016-3216455,2016/6/14,2016/6/14,当日,贺立-16780,公司,厦门,福建,中国,华东,办公用-信封-10002698,"Kraft 马尼拉纸信封, 每套 50 个",618.1,5,0,216.3
416,CN-2018-3694355,2018/1/22,2018/1/28,标准级,洪光-13420,公司,西安,陕西,中国,西北,办公用-美术-10000664,"Boston 荧光笔, 混合尺寸",617.4,6,0,73.92
4774,CN-2018-3476344,2018/9/25,2018/10/2,标准级,庄伟-21460,小型企业,郑州,河南,中国,中南,办公用-用品-10001051,"Kleencut 开信刀, 钢",617.4,5,0,36.4
8317,CN-2018-1628412,2018/6/10,2018/6/16,标准级,黄岱-11860,消费者,长沙,湖南,中国,中南,家具-用具-10002431,"Rubvermaid 灯泡, 一包多件",617.4,7,0,290.08
8494,CN-2018-1973789,2018/8/1,2018/8/7,标准级,邱谦-19240,消费者,新泰,山东,中国,华东,家具-用具-10002431,"Rubvermaid 灯泡, 一包多件",617.4,7,0,290.08
2328,CN-2017-1090625,2017/11/17,2017/11/21,标准级,夏柏-18955,小型企业,烟台,山东,中国,华东,办公用-收纳-10000735,"Fellowes 文件夹, 单宽度",616.7,5,0,215.6
1849,CN-2017-2353754,2017/8/10,2017/8/10,当日,麦虢-13525,公司,武汉,湖北,中国,中南,家具-用具-10004607,"Deflect-O 框架, 一包多件",616.56,2,0.4,-236.6
6642,CN-2015-2543675,2015/5/20,2015/5/20,当日,楚聪-11635,消费者,大连,辽宁,中国,东北,家具-用具-10003847,"Deflect-O 框架, 黑色",616.224,2,0.4,-174.776
8879,CN-2016-1498954,2016/12/12,2016/12/18,标准级,巩嫒-10045,公司,莱阳,山东,中国,华东,办公用-系固-10004283,"OIC 橡皮筋, 每包 12 个",616,8,0,227.36
5588,CN-2018-5300830,2018/4/25,2018/5/2,标准级,郝立-16765,消费者,抚顺,辽宁,中国,东北,家具-用具-10001101,"Tenex 框架, 黑色",615.888,2,0.4,-256.872
2032,CN-2016-2979175,2016/11/17,2016/11/23,标准级,邓保-10375,消费者,天津,天津,中国,华北,办公用-信封-10004832,"Kraft 商业信封, 银色",615.44,7,0,251.86
7722,CN-2018-4163182,2018/5/15,2018/5/21,标准级,常丽-16180,消费者,齐齐哈尔,黑龙江,中国,东北,家具-用具-10004892,"Advantus 分层置放架, 黑色",615.3,5,0,208.6
1433,CN-2015-3984376,2015/6/2,2015/6/2,当日,薛关-15580,消费者,武汉,湖北,中国,中南,家具-用具-10002981,"Deflect-O 门挡, 黑色",615.3,5,0.4,-328.3
2814,CN-2016-2919347,2016/1/23,2016/1/27,标准级,许根-13240,小型企业,鹤岗,黑龙江,中国,东北,家具-用具-10002981,"Deflect-O 门挡, 黑色",615.3,3,0,49.14
7348,CN-2018-3132230,2018/1/21,2018/1/26,二级,郭莲-17005,消费者,张家港,江苏,中国,华东,办公用-用品-10002100,"Fiskars 修剪器, 工业",614.88,5,0.4,-358.82
7543,CN-2017-1435617,2017/9/18,2017/9/22,标准级,邹伟-21610,消费者,汕头,广东,中国,中南,办公用-用品-10002100,"Fiskars 修剪器, 工业",614.88,3,0,30.66
3501,CN-2018-2872339,2018/5/26,2018/6/1,标准级,龙谦-19300,消费者,泰兴,江苏,中国,华东,技术-电话-10002929,"三星 耳机, 蓝色",614.88,3,0.4,-307.44
8490,US-2015-4164715,2015/11/7,2015/11/10,一级,顾君-15220,公司,襄樊,湖北,中国,中南,技术-电话-10001359,"诺基亚 耳机, 整包",614.88,3,0.4,-31.08
9268,CN-2018-4162714,2018/12/29,2018/12/30,一级,韦绅-20005,消费者,武汉,湖北,中国,中南,技术-电话-10002929,"三星 耳机, 蓝色",614.88,3,0.4,-307.44
7429,CN-2015-1179561,2015/9/15,2015/9/22,标准级,邢谦-19270,公司,牡丹江,黑龙江,中国,东北,办公用-纸张-10002894,"施乐 令, 优质",614.6,5,0,60.9
9569,CN-2016-4190541,2016/10/26,2016/10/31,标准级,范雯-21685,小型企业,兰州,甘肃,中国,西北,家具-用具-10000470,"Advantus 框架, 优质",614.544,2,0.4,-71.736
893,CN-2017-4733722,2017/4/11,2017/4/15,标准级,何惠-14395,公司,榆次,山西,中国,华北,家具-用具-10002670,"Tenex 门挡, 黑色",614.46,3,0,300.72
4049,CN-2018-2556865,2018/12/30,2019/1/3,二级,潘盛-20380,消费者,哈尔滨,黑龙江,中国,东北,家具-用具-10002670,"Tenex 门挡, 黑色",614.46,3,0,300.72
6468,CN-2018-5533473,2018/1/15,2018/1/20,二级,贾君-15160,消费者,重庆,重庆,中国,西南,家具-用具-10002670,"Tenex 门挡, 黑色",614.46,3,0,300.72
7093,CN-2016-5703090,2016/8/23,2016/8/25,二级,韩婵-10900,消费者,广州,广东,中国,中南,家具-用具-10002670,"Tenex 门挡, 黑色",614.46,3,0,300.72
9973,CN-2017-3557528,2017/3/4,2017/3/8,标准级,殷莲-17110,消费者,青岛,山东,中国,华东,家具-用具-10002670,"Tenex 门挡, 黑色",614.46,3,0,300.72
6914,CN-2018-1150523,2018/6/8,2018/6/13,二级,涂伟-21640,消费者,西安,陕西,中国,西北,家具-椅子-10000341,"Office Star 椅垫, 红色",614.32,2,0,24.36
2304,CN-2018-3834707,2018/3/31,2018/4/5,标准级,熊晨-11155,消费者,天津,天津,中国,华北,家具-用具-10003670,"Rubvermaid 门挡, 一包多件",614.04,3,0,226.8
2884,CN-2018-3490090,2018/5/11,2018/5/18,标准级,钱伟-21430,公司,唐山,河北,中国,华北,办公用-用品-10000818,"Elite 剪刀, 钢",614.04,6,0,48.72
7275,CN-2016-2554132,2016/6/30,2016/7/5,二级,俞明-18325,消费者,芜湖,安徽,中国,华东,家具-椅子-10002415,"Novimex 摇椅, 红色",613.34,1,0,183.96
1106,CN-2017-2609031,2017/9/20,2017/9/23,二级,吕灵-17575,消费者,尚志,黑龙江,中国,东北,办公用-纸张-10003091,"施乐 笔记本, 回收",613.2,5,0,232.4
6320,US-2016-3636322,2016/6/14,2016/6/19,标准级,蒋宣-20830,消费者,启东,江苏,中国,华东,家具-用具-10003544,"Rubvermaid 门挡, 黑色",613.2,5,0.4,-102.2
7929,CN-2018-3693425,2018/6/11,2018/6/15,标准级,邢柏-18970,小型企业,聊城,山东,中国,华东,办公用-纸张-10004825,"施乐 令, 回收",612.5,5,0,54.6
8538,US-2016-5339863,2016/11/22,2016/11/29,标准级,李康-15385,消费者,天津,天津,中国,华北,办公用-收纳-10002840,"Fellowes 盒, 金属",612.5,7,0,85.26
918,CN-2018-5687295,2018/8/7,2018/8/12,标准级,洪强-19345,公司,岳阳,湖南,中国,中南,办公用-用品-10002903,"Elite 大剪刀, 锯齿状",611.94,3,0,213.78
3316,CN-2016-1091379,2016/5/24,2016/5/28,标准级,潘荷-13735,小型企业,保定,河北,中国,华北,办公用-用品-10002903,"Elite 大剪刀, 锯齿状",611.94,3,0,213.78
3953,CN-2016-4292548,2016/11/2,2016/11/5,二级,余舟-11455,小型企业,乐山,四川,中国,西南,办公用-用品-10002903,"Elite 大剪刀, 锯齿状",611.94,5,0.4,-51.66
4907,CN-2016-3640405,2016/6/26,2016/6/29,二级,杨立-16600,公司,日照,山东,中国,华东,办公用-用品-10002903,"Elite 大剪刀, 锯齿状",611.94,3,0,213.78
80,CN-2017-4126497,2017/3/11,2017/3/16,标准级,钱珊-19855,公司,南昌,江西,中国,华东,办公用-标签-10002541,"Harbour Creations 运输标签, 可调",611.52,14,0,84.28
1552,CN-2018-3550359,2018/6/17,2018/6/23,标准级,韩虎-14005,小型企业,三亚,海南,中国,中南,家具-用具-10001106,"Advantus 门挡, 优质",611.1,3,0,79.38
1690,CN-2018-1340062,2018/6/8,2018/6/12,二级,俞毅-12520,消费者,怀化,湖南,中国,中南,家具-用具-10001106,"Advantus 门挡, 优质",611.1,3,0,79.38
7544,CN-2017-3555396,2017/10/9,2017/10/15,标准级,俞明-18325,消费者,北京,北京,中国,华北,办公用-信封-10004057,"GlobeWeis 马尼拉纸信封, 回收",611.1,5,0,79.1
9025,CN-2017-4188418,2017/3/15,2017/3/17,二级,陶武-21880,公司,邢台,河北,中国,华北,办公用-信封-10004057,"GlobeWeis 马尼拉纸信封, 回收",611.1,5,0,79.1
8007,CN-2016-5093470,2016/11/12,2016/11/16,标准级,邓秋-11590,公司,延吉,吉林,中国,东北,办公用-信封-10004354,"Ames 外皮和封条, 每套 50 个",610.54,7,0,91.14
8231,US-2015-2688173,2015/6/29,2015/7/3,标准级,吕关-15640,小型企业,保定,河北,中国,华北,技术-电话-10000014,"苹果 办公室电话机, 整包",610.12,2,0,134.12
8299,CN-2017-5740094,2017/10/10,2017/10/10,当日,杨立-16600,公司,延吉,吉林,中国,东北,技术-电话-10002777,"三星 办公室电话机, 整包",609.56,2,0,274.12
3921,CN-2017-3497234,2017/6/26,2017/7/2,标准级,孟虢-13540,消费者,重庆,重庆,中国,西南,家具-椅子-10002686,"Novimex 沙滩椅, 黑色",609.42,3,0,146.16
6361,CN-2016-3656854,2016/2/28,2016/3/2,二级,顾君-15220,公司,铜仁,贵州,中国,西南,技术-电话-10003642,"苹果 办公室电话机, 蓝色",609.28,2,0,261.8
2285,CN-2018-4853457,2018/12/4,2018/12/11,标准级,邓惠-14470,消费者,巢湖,安徽,中国,华东,办公用-用品-10000998,"Kleencut 大剪刀, 锯齿状",608.58,3,0,30.24
3823,CN-2017-2477297,2017/8/7,2017/8/9,二级,雷菊-15025,消费者,鞍山,辽宁,中国,东北,技术-配件-10004500,"罗技 键盘, 实惠",608.58,3,0.4,-162.54
9542,CN-2018-1340062,2018/6/25,2018/6/29,标准级,顾升-20125,小型企业,重庆,重庆,中国,西南,办公用-标签-10000477,"Avery 运输标签, 白色",608.3,11,0,200.2
4986,CN-2016-2543675,2016/6/15,2016/6/19,标准级,贾柏-18910,小型企业,济宁,山东,中国,华东,技术-电话-10004909,"诺基亚 办公室电话机, 蓝色",607.88,2,0,97.16
8929,CN-2016-5165630,2016/2/24,2016/2/25,一级,方栋-12280,消费者,南宁,广西,中国,中南,办公用-器具-10000979,"Cuisinart 搅拌机, 白色",607.88,2,0,139.72
9743,CN-2017-3589017,2017/6/14,2017/6/18,标准级,佘宁-18730,消费者,鄱阳,江西,中国,华东,办公用-器具-10000979,"Cuisinart 搅拌机, 白色",607.88,2,0,139.72
6791,CN-2018-5956361,2018/1/7,2018/1/10,二级,贺伟-21490,消费者,廊坊,河北,中国,华北,办公用-美术-10003207,"Stanley 铅笔刀, 金属",607.6,5,0,145.6
100,CN-2016-1973789,2016/1/25,2016/1/28,一级,涂博-10585,消费者,泉州,福建,中国,华东,办公用-用品-10000800,"Elite 修剪器, 工业",606.06,3,0,48.3
5094,CN-2017-4843371,2017/8/3,2017/8/8,二级,邹伟-21610,消费者,九台,吉林,中国,东北,办公用-用品-10002441,"Fiskars 尺子, 蓝色",606.06,9,0,35.28
8955,CN-2016-1658434,2016/7/13,2016/7/20,标准级,邱升-20080,消费者,苏州,江苏,中国,华东,家具-椅子-10002303,"Harbour Creations 椅垫, 红色",604.8,3,0.4,-40.32
2708,CN-2018-5909028,2018/2/5,2018/2/11,标准级,徐关-15655,公司,吉林市,吉林,中国,东北,办公用-美术-10004410,"Boston 画布, 整包",603.792,3,0.2,-90.888
5109,CN-2018-4800042,2018/12/15,2018/12/19,标准级,贺鹏-19060,小型企业,牡丹江,黑龙江,中国,东北,办公用-美术-10004410,"Boston 画布, 整包",603.792,3,0.2,-90.888
527,US-2015-5672005,2015/10/14,2015/10/19,标准级,夏明-18355,公司,武汉,湖北,中国,中南,家具-椅子-10004343,"Novimex 椅垫, 黑色",603.792,4,0.4,-362.768
9431,CN-2017-5444149,2017/8/28,2017/8/31,二级,叶琪-19225,消费者,金昌,甘肃,中国,西北,家具-椅子-10004343,"Novimex 椅垫, 黑色",603.792,4,0.4,-362.768
1153,CN-2016-5533473,2016/6/1,2016/6/3,一级,吕婵-10840,消费者,兰州,甘肃,中国,西北,技术-设备-10003147,"StarTech 收据打印机, 红色",603.288,2,0.4,-341.992
8132,CN-2015-3805086,2015/3/25,2015/3/25,当日,韦达-11830,公司,肇庆,广东,中国,中南,办公用-用品-10004161,"Kleencut 修剪器, 工业",602.7,3,0,60.06
926,CN-2017-2828219,2017/9/5,2017/9/7,一级,余凤-13060,消费者,禹城,山东,中国,华东,技术-配件-10004359,"Memorex 键区, 回收",602.28,3,0,72.24
3778,CN-2017-3200743,2017/12/23,2017/12/28,标准级,叶莲-17095,消费者,东海,广东,中国,中南,家具-椅子-10002386,"Office Star 摇椅, 可调",602.28,1,0.1,220.78
1374,CN-2017-1118317,2017/2/28,2017/3/6,标准级,邱丽-15745,消费者,天津,天津,中国,华北,技术-配件-10003885,"Enermax 闪存驱动器, 可编程",602.28,3,0,126.42
3133,CN-2017-5784606,2017/5/6,2017/5/6,当日,韩虎-14005,小型企业,新乡,河南,中国,中南,办公用-用品-10002536,"Fiskars 美工刀, 锯齿状",601.44,4,0,234.08
7985,CN-2017-2859473,2017/1/30,2017/2/3,标准级,施平-19180,小型企业,浯溪,湖南,中国,中南,办公用-用品-10002536,"Fiskars 美工刀, 锯齿状",601.44,4,0,234.08
1235,CN-2016-4162714,2016/10/5,2016/10/7,一级,洪毅-12490,公司,阳江,广东,中国,中南,办公用-美术-10003504,"BIC 画布, 蓝色",601.44,3,0.2,-120.54
4027,CN-2017-5434393,2017/6/10,2017/6/14,标准级,曹冬-12445,消费者,郴州,湖南,中国,中南,家具-椅子-10000989,"Office Star 摇椅, 每套两件",601.272,1,0.1,-46.788
