行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,细分,城市,省/自治区,国家,地区,产品 ID,产品名称,销售额,数量,折扣,利润
6950,CN-2018-1826929,2018/3/2,2018/3/5,二级,许绅-19960,消费者,安阳,河南,中国,中南,技术-电话-10004197,"摩托罗拉 耳机, 混合尺寸",1156.26,3,0,462.42
6218,CN-2017-5747151,2017/10/1,2017/10/5,标准级,戴康-15415,消费者,耒阳,湖南,中国,中南,家具-椅子-10002476,"Office Star 折叠椅, 红色",1155.546,3,0.1,115.206
698,US-2016-4246507,2016/6/23,2016/6/27,二级,曹娜-18580,公司,本溪,辽宁,中国,东北,家具-书架-10004603,"Bush 古典书架, 传统",1155.504,1,0.4,-346.696
3089,CN-2015-3566090,2015/3/11,2015/3/14,一级,林谦-19285,消费者,潍坊,山东,中国,华东,办公用-美术-10001893,"Binney & Smith 速写本, 混合尺寸",1155,5,0,427
4363,CN-2016-5088485,2016/8/13,2016/8/15,一级,涂珑-17875,小型企业,汕头,广东,中国,中南,办公用-信封-10003425,"GlobeWeis 马尼拉纸信封, 红色",1154.72,8,0,484.96
4809,CN-2017-3561948,2017/10/4,2017/10/7,一级,黄娟-15130,消费者,招远,山东,中国,华东,技术-配件-10003585,"罗技 路由器, 实惠",1154.16,1,0,427
6584,CN-2016-3865865,2016/6/12,2016/6/17,标准级,贺斯-20935,消费者,肇东,黑龙江,中国,东北,家具-书架-10000111,"Bush 书架, 传统",1152.76,2,0,530.04
6540,US-2016-4159546,2016/6/1,2016/6/6,标准级,徐谙-18895,消费者,沈阳,辽宁,中国,东北,办公用-装订-10001062,"Acco 订书机, 回收",1152.48,8,0.4,-327.04
5845,CN-2018-2531621,2018/9/30,2018/10/4,标准级,杨立-16600,公司,西安,陕西,中国,西北,技术-电话-10004300,"苹果 智能手机, 整包",1151.64,2,0,172.48
2668,US-2017-3057386,2017/9/19,2017/9/24,标准级,巩荷-13720,消费者,杭州,浙江,中国,华东,家具-书架-10002334,"宜家 古典书架, 金属",1151.388,1,0.4,-633.332
6916,CN-2016-4167270,2016/12/18,2016/12/23,二级,唐忠-11545,公司,邢台,河北,中国,华北,办公用-收纳-10004035,"Rogers 盘, 蓝色",1151.36,4,0,402.64
8465,CN-2018-3350819,2018/3/16,2018/3/21,标准级,徐虹-13840,公司,广州,广东,中国,中南,办公用-收纳-10004035,"Rogers 盘, 蓝色",1151.36,4,0,402.64
6825,CN-2017-5533473,2017/7/1,2017/7/8,标准级,孙谙-18835,公司,新泰,山东,中国,华东,家具-椅子-10004718,"Novimex 折叠椅, 红色",1151.22,3,0,45.78
5177,CN-2016-4759076,2016/10/25,2016/11/1,标准级,常君-15145,公司,长沙,湖南,中国,中南,技术-电话-10003757,"三星 智能手机, 整包",1151.08,2,0,68.88
8269,CN-2016-5488732,2016/11/12,2016/11/15,一级,倪乐-17800,小型企业,忻州,山西,中国,华北,技术-电话-10003757,"三星 智能手机, 整包",1151.08,2,0,68.88
6480,CN-2018-5510381,2018/6/26,2018/7/2,标准级,方惠-14350,消费者,遵义,贵州,中国,西南,办公用-装订-10003061,"Wilson Jones 订书机, 回收",1150.8,5,0,68.6
4225,CN-2018-1756643,2018/6/29,2018/7/3,标准级,徐杰-14740,公司,商丘,河南,中国,中南,技术-电话-10002745,"苹果 智能手机, 蓝色",1150.8,2,0,345.24
3844,CN-2016-3133210,2016/4/1,2016/4/7,标准级,任婵-10795,公司,太原,山西,中国,华北,办公用-装订-10004585,"Ibico 打孔机, 回收",1150.24,8,0,206.08
803,CN-2017-3852845,2017/2/5,2017/2/8,二级,徐虢-13600,公司,辽源,吉林,中国,东北,技术-电话-10000920,"三星 智能手机, 蓝色",1150.24,2,0,413.84
4457,CN-2015-5093470,2015/11/1,2015/11/6,标准级,谢丽-17635,公司,延吉,吉林,中国,东北,技术-电话-10000920,"三星 智能手机, 蓝色",1150.24,2,0,413.84
5736,CN-2017-3766882,2017/12/18,2017/12/21,一级,贺绅-19945,消费者,鹤壁,河南,中国,中南,技术-电话-10004819,"诺基亚 智能手机, 整包",1150.24,2,0,45.92
115,CN-2017-1498643,2017/6/22,2017/6/22,当日,牛德-12190,消费者,新泰,山东,中国,华东,办公用-用品-10002859,"Fiskars 大剪刀, 工业",1149.4,5,0,298.2
8218,CN-2016-2098822,2016/10/27,2016/11/1,二级,郝立-16570,消费者,佳木斯,黑龙江,中国,东北,办公用-用品-10002859,"Fiskars 大剪刀, 工业",1149.4,5,0,298.2
2924,US-2017-5844938,2017/9/23,2017/9/27,标准级,潘雯-21775,公司,仪征,江苏,中国,华东,家具-书架-10000631,"Dania 古典书架, 金属",1148.616,1,0.4,-555.184
4072,CN-2016-3211633,2016/4/24,2016/5/1,标准级,贺舟-11425,消费者,韶关,广东,中国,中南,家具-书架-10003100,"宜家 墙角架, 传统",1148.56,2,0,413.28
6460,CN-2018-2560726,2018/12/21,2018/12/25,标准级,苏婵-10855,消费者,吉林市,吉林,中国,东北,家具-书架-10003100,"宜家 墙角架, 传统",1148.56,2,0,413.28
9596,CN-2018-5838362,2018/8/3,2018/8/7,标准级,楚杰-14710,消费者,榆林,陕西,中国,西北,办公用-装订-10002836,"Avery 订书机, 回收",1148,5,0,102.9
1539,CN-2016-4537572,2016/4/2,2016/4/7,标准级,叶莲-17095,消费者,天津,天津,中国,华北,技术-设备-10003030,"松下 电话, 红色",1147.86,3,0,401.52
446,CN-2017-3010037,2017/11/26,2017/11/29,二级,薛强-19330,消费者,恒山,黑龙江,中国,东北,家具-书架-10004927,"Bush 书架, 金属",1147.72,2,0,516.32
6299,CN-2018-4475873,2018/8/25,2018/8/26,一级,郝壁-10420,公司,汕头,广东,中国,中南,家具-椅子-10004961,"Office Star 椅垫, 可调",1147.608,4,0.1,471.688
2064,CN-2018-2511714,2018/12/18,2018/12/22,标准级,谭珊-19900,消费者,西安,陕西,中国,西北,家具-用具-10000751,"Deflect-O 门挡, 耐用",1147.44,6,0,515.76
2069,CN-2018-5950580,2018/2/11,2018/2/13,二级,陶德-12220,消费者,苏州,江苏,中国,华东,办公用-纸张-10001321,"Eaton 笔记本, 每包 12 个",1146.88,8,0,11.2
2266,CN-2016-4164715,2016/9/11,2016/9/13,一级,陈锦-14830,公司,大同,山西,中国,华北,办公用-纸张-10002934,"施乐 信纸, 每包 12 个",1145.9,5,0,561.4
2112,CN-2016-2957814,2016/3/12,2016/3/14,一级,陶丽-17665,公司,内江,四川,中国,西南,办公用-收纳-10000932,"Rogers 文件夹, 蓝色",1145.76,8,0,549.92
7192,CN-2018-5380288,2018/11/14,2018/11/19,二级,彭婉-21370,公司,沈阳,辽宁,中国,东北,办公用-器具-10002993,"Hoover 烤面包机, 白色",1144.92,5,0.4,-229.18
3051,CN-2018-3529472,2018/9/18,2018/9/21,二级,孙壁-10465,消费者,仙桃,湖北,中国,中南,技术-电话-10004933,"思科 办公室电话机, 全尺寸",1144.5,5,0.4,-763
3685,CN-2015-2098822,2015/9/10,2015/9/12,一级,龙谦-19300,消费者,莆田,福建,中国,华东,技术-复印-10000308,"夏普 墨水, 红色",1144.36,2,0,114.24
6127,US-2015-3588463,2015/11/25,2015/11/25,当日,钱珊-19855,公司,潮州,广东,中国,中南,技术-复印-10000308,"夏普 墨水, 红色",1144.36,2,0,114.24
6449,CN-2018-1637441,2018/11/25,2018/11/27,二级,邱德-12055,小型企业,滁州,安徽,中国,华东,技术-复印-10000308,"夏普 墨水, 红色",1144.36,2,0,114.24
5658,CN-2018-2375545,2018/12/30,2019/1/1,一级,曾幂-18100,消费者,哈尔滨,黑龙江,中国,东北,家具-书架-10000904,"宜家 书架, 传统",1144.08,2,0,125.72
6991,CN-2017-2310505,2017/5/14,2017/5/20,标准级,邢毅-12475,消费者,江油,四川,中国,西南,技术-配件-10001642,"贝尔金 键盘, 回收",1143.66,5,0.4,76.16
8776,CN-2017-5378913,2017/8/8,2017/8/12,标准级,韩杰-14725,消费者,衡水,河北,中国,华北,家具-书架-10003254,"宜家 墙角架, 金属",1143.52,2,0,457.24
9185,CN-2018-2805987,2018/9/1,2018/9/3,二级,苏晒-19825,消费者,青岛,山东,中国,华东,家具-用具-10004408,"Rubvermaid 门挡, 耐用",1143.24,6,0,182.28
6669,CN-2018-4820840,2018/6/13,2018/6/17,标准级,秦君-15175,小型企业,林口,黑龙江,中国,东北,办公用-器具-10000068,"Hamilton Beach 咖啡研磨机, 白色",1142.4,6,0,479.64
4193,US-2017-4479623,2017/6/18,2017/6/23,标准级,卢欢-14125,小型企业,皇岗,广东,中国,中南,办公用-收纳-10003897,"Rogers 搁板, 金属",1142.4,4,0,193.76
6806,CN-2017-2720607,2017/10/8,2017/10/14,标准级,叶琪-19225,消费者,潮州,广东,中国,中南,技术-设备-10000548,"柯尼卡 收据打印机, 耐用",1142.12,2,0,502.32
7124,CN-2017-1510100,2017/11/19,2017/11/23,标准级,巩辉-12595,消费者,西安,陕西,中国,西北,家具-用具-10000645,"Deflect-O 相框, 耐用",1141.7,5,0,308
9446,CN-2017-5966135,2017/11/20,2017/11/25,标准级,许凤-12835,公司,宿州,安徽,中国,华东,家具-用具-10001374,"Deflect-O 闹钟, 优质",1141.7,5,0,182
5516,CN-2015-4741910,2015/10/12,2015/10/15,一级,蒋冬-12370,消费者,胶州,山东,中国,华东,技术-设备-10002994,"柯尼卡 收据打印机, 多色",1141,2,0,91.28
6440,US-2016-1300278,2016/8/30,2016/9/4,标准级,常崆-15505,消费者,兰西,黑龙江,中国,东北,技术-设备-10002994,"柯尼卡 收据打印机, 多色",1141,2,0,91.28
7105,CN-2016-1637441,2016/12/3,2016/12/9,标准级,沈彩-10750,消费者,望奎,黑龙江,中国,东北,技术-设备-10002994,"柯尼卡 收据打印机, 多色",1141,2,0,91.28
5386,CN-2018-2121055,2018/9/14,2018/9/20,标准级,俞蔓-18040,公司,驻马店,河南,中国,中南,技术-配件-10000498,"贝尔金 鼠标, 实惠",1139.88,6,0,307.44
9627,CN-2017-3205176,2017/10/2,2017/10/7,标准级,邢柏-18970,小型企业,龙泉,云南,中国,西南,家具-书架-10003676,"Dania 墙角架, 传统",1139.32,2,0,193.48
4472,CN-2017-1887568,2017/10/1,2017/10/6,标准级,杨立-16600,公司,广州,广东,中国,中南,家具-书架-10004069,"宜家 书架, 金属",1139.04,2,0,11.2
6091,CN-2018-4037167,2018/7/20,2018/7/22,二级,佘凤-12970,公司,济宁,山东,中国,华东,家具-用具-10001201,"Eldon 门挡, 优质",1138.2,5,0,557.2
2722,US-2018-5315398,2018/11/28,2018/12/2,标准级,陈健-14545,公司,昭通,云南,中国,西南,家具-用具-10004563,"Rubvermaid 相框, 耐用",1138.2,5,0,124.6
6890,CN-2015-4795502,2015/12/12,2015/12/19,标准级,谈涛-21250,消费者,北京,北京,中国,华北,家具-用具-10004563,"Rubvermaid 相框, 耐用",1138.2,5,0,124.6
1346,CN-2018-4292548,2018/11/3,2018/11/6,二级,何惠-14395,公司,阿克苏,新疆,中国,西北,办公用-装订-10004255,"Acco 打孔机, 回收",1137.92,8,0,432.32
219,CN-2017-3266914,2017/10/26,2017/10/28,一级,赵德-12145,消费者,河源,广东,中国,中南,技术-配件-10004228,"Enermax 键盘, 回收",1137.78,3,0,375.06
6626,US-2017-2752724,2017/9/14,2017/9/19,标准级,邹妮-18625,公司,德阳,四川,中国,西南,技术-配件-10004228,"Enermax 键盘, 回收",1137.78,5,0.4,-133.42
7167,CN-2018-1165982,2018/5/20,2018/5/24,标准级,龙婷-21115,公司,郑州,河南,中国,中南,技术-配件-10004228,"Enermax 键盘, 回收",1137.78,3,0,375.06
7383,CN-2018-2098822,2018/1/6,2018/1/8,二级,常明-18340,消费者,阳江,广东,中国,中南,技术-配件-10004228,"Enermax 键盘, 回收",1137.78,3,0,375.06
6875,US-2018-5252007,2018/5/29,2018/6/2,标准级,杨欢-14275,公司,汕头,广东,中国,中南,办公用-美术-10001742,"Sanford 画布, 整包",1137.696,6,0.2,-185.304
9257,US-2017-3656854,2017/11/22,2017/11/26,标准级,郝婷-21055,消费者,上海,上海,中国,华东,技术-复印-10003316,"惠普 复印机, 每套两件",1137.22,1,0,113.68
7464,CN-2017-2698139,2017/5/16,2017/5/20,标准级,巩廉-17275,消费者,弥阳,云南,中国,西南,技术-设备-10002738,"爱普生 电话, 耐用",1135.26,3,0,556.08
5428,CN-2016-4226799,2016/5/23,2016/5/28,标准级,潘盛-20380,消费者,厦门,福建,中国,华东,技术-电话-10003816,"摩托罗拉 耳机, 全尺寸",1134.42,3,0,272.16
3678,CN-2017-1179561,2017/12/17,2017/12/22,二级,韦磊-16135,小型企业,塘沽,天津,中国,华北,技术-配件-10002880,"Enermax 鼠标, 耐用",1134,6,0,78.96
1251,CN-2015-4173980,2015/4/19,2015/4/25,标准级,吴磊-16165,公司,岳阳,湖南,中国,中南,技术-复印-10004068,"夏普 个人复印机, 彩色",1133.44,2,0,532.56
7473,CN-2015-3351164,2015/3/25,2015/3/29,标准级,袁栋-12355,消费者,涟源,湖南,中国,中南,技术-复印-10004068,"夏普 个人复印机, 彩色",1133.44,2,0,532.56
9334,CN-2017-3560054,2017/4/30,2017/5/5,二级,谢丽-17635,公司,广州,广东,中国,中南,技术-复印-10004068,"夏普 个人复印机, 彩色",1133.44,2,0,532.56
9929,CN-2016-4662338,2016/6/26,2016/7/1,标准级,杨健-14605,消费者,仪征,江苏,中国,华东,技术-配件-10001450,"罗技 记忆卡, 回收",1133.328,4,0.4,-547.792
4063,CN-2016-5113626,2016/1/25,2016/1/31,标准级,蒋雯-21670,消费者,岳阳,湖南,中国,中南,家具-椅子-10004046,"SAFCO 摇椅, 红色",1133.244,2,0.1,214.004
5853,CN-2016-1184235,2016/12/3,2016/12/10,标准级,熊光-13390,小型企业,塘沽,天津,中国,华北,办公用-收纳-10001573,"Smead 盘, 蓝色",1131.2,5,0,531.3
1701,US-2018-3455141,2018/10/25,2018/10/26,一级,黄岱-11860,消费者,辉南,吉林,中国,东北,家具-椅子-10000128,"Novimex 沙滩椅, 可调",1130.5,5,0,22.4
8961,CN-2018-3028018,2018/1/20,2018/1/25,标准级,范雯-21685,小型企业,吉林市,吉林,中国,东北,家具-椅子-10000128,"Novimex 沙滩椅, 可调",1130.5,5,0,22.4
5124,CN-2018-5048976,2018/1/30,2018/2/2,一级,郝升-20095,消费者,耒阳,湖南,中国,中南,办公用-装订-10002580,"Wilson Jones 订书机, 透明",1129.8,5,0,270.9
7032,CN-2018-3497234,2018/4/25,2018/4/29,标准级,廖珊-19870,小型企业,黎城,江苏,中国,华东,办公用-收纳-10001690,"Eldon 搁板, 蓝色",1129.8,5,0,135.1
7867,CN-2018-3737485,2018/11/11,2018/11/14,二级,陶莞-13315,消费者,西安,陕西,中国,西北,家具-书架-10002369,"Dania 书架, 金属",1129.8,2,0,451.92
4501,CN-2017-2313079,2017/6/25,2017/6/25,当日,韦华-14095,公司,上海,上海,中国,华东,技术-设备-10004218,"松下 收据打印机, 多色",1128.4,2,0,530.32
4767,CN-2017-1374105,2017/10/29,2017/11/5,标准级,牛惠-14410,小型企业,林口,黑龙江,中国,东北,办公用-用品-10003822,"Acme 开信刀, 蓝色",1127.84,8,0,191.52
8396,US-2017-3670764,2017/4/18,2017/4/24,标准级,冯婷-21040,小型企业,宜城,湖北,中国,中南,办公用-纸张-10004938,"SanDisk 信纸, 回收",1127.7,5,0,112.7
9209,CN-2015-4173591,2015/5/31,2015/6/5,标准级,徐健-14590,公司,台城,广东,中国,中南,技术-电话-10004558,"思科 办公室电话机, 整包",1127.7,3,0,180.18
369,US-2018-2513055,2018/10/8,2018/10/12,标准级,邢宁-18715,公司,沈阳,辽宁,中国,东北,办公用-装订-10001101,"Avery 订书机, 耐用",1127.616,8,0.4,-75.264
7346,CN-2016-4448783,2016/1/30,2016/2/1,二级,苏姝-20485,小型企业,塘沽,天津,中国,华北,办公用-装订-10001715,"Avery 订书机, 透明",1127,5,0,438.9
7043,CN-2017-3127854,2017/9/18,2017/9/20,二级,施良-17155,消费者,重庆,重庆,中国,西南,办公用-用品-10000918,"Acme 美工刀, 锯齿状",1127,7,0,348.88
1505,CN-2018-2829745,2018/11/5,2018/11/11,标准级,潘琼-19630,公司,青岛,山东,中国,华东,技术-电话-10003796,"思科 办公室电话机, 蓝色",1126.44,3,0,134.82
9571,US-2015-1501002,2015/8/28,2015/9/2,标准级,肖菊-15010,公司,肃州,甘肃,中国,西北,技术-电话-10003796,"思科 办公室电话机, 蓝色",1126.44,5,0.4,-526.26
1286,CN-2018-4820840,2018/10/13,2018/10/17,标准级,严恒-13660,消费者,肇庆,广东,中国,中南,技术-设备-10002515,"柯尼卡 收据打印机, 白色",1126.16,2,0,168.84
6502,CN-2018-2310505,2018/7/10,2018/7/16,标准级,邱博-10495,公司,渭南,陕西,中国,西北,技术-设备-10002515,"柯尼卡 收据打印机, 白色",1126.16,2,0,168.84
3510,CN-2018-3232413,2018/5/29,2018/6/3,标准级,肖岱-11845,公司,鄂州,湖北,中国,中南,家具-椅子-10001397,"Novimex 摇椅, 可调",1124.928,3,0.4,-581.532
6809,CN-2016-4214287,2016/9/4,2016/9/8,标准级,白忠-11515,消费者,天津,天津,中国,华北,家具-椅子-10002246,"Novimex 沙滩椅, 每套两件",1124.9,5,0,415.8
7532,CN-2015-3529472,2015/10/10,2015/10/12,二级,黄磊-16015,消费者,呼和浩特,内蒙古,中国,华北,家具-椅子-10001812,"Harbour Creations 折叠椅, 可调",1124.256,4,0.4,-168.784
8098,CN-2017-2234207,2017/2/4,2017/2/10,标准级,巩嘉-14500,消费者,长春,吉林,中国,东北,技术-复印-10003326,"夏普 复印机, 彩色",1123.92,1,0,449.54
9749,CN-2018-4271574,2018/11/14,2018/11/21,标准级,邵鹏-19075,消费者,沈阳,辽宁,中国,东北,家具-椅子-10002697,"Novimex 摇椅, 每套两件",1122.912,3,0.4,-337.008
2290,CN-2018-4853457,2018/12/4,2018/12/11,标准级,邓惠-14470,消费者,巢湖,安徽,中国,华东,办公用-信封-10004866,"Kraft 马尼拉纸信封, 红色",1121.12,8,0,56
523,CN-2017-3010037,2017/6/21,2017/6/27,标准级,唐凤-12985,消费者,大同,山西,中国,华北,技术-复印-10001124,"夏普 个人复印机, 每套两件",1120,2,0,44.8
5620,US-2018-2904914,2018/4/21,2018/4/27,标准级,樊彩-10630,小型企业,无锡,江苏,中国,华东,办公用-收纳-10004372,"Eldon 盘, 单宽度",1120,5,0,392
8608,CN-2016-4757928,2016/6/4,2016/6/6,一级,马锦-14890,公司,深圳,广东,中国,中南,办公用-收纳-10004372,"Eldon 盘, 单宽度",1120,5,0,392
1664,CN-2015-3560054,2015/4/20,2015/4/24,标准级,何安-10135,小型企业,沈阳,辽宁,中国,东北,办公用-收纳-10003383,"Eldon 盘, 蓝色",1119.3,5,0,88.9
3886,US-2017-5364655,2017/5/6,2017/5/11,标准级,俞明-18325,消费者,江门,广东,中国,中南,家具-椅子-10002162,"Hon 摇椅, 可调",1118.124,2,0.1,385.084
7726,CN-2017-3819209,2017/6/21,2017/6/25,标准级,韦达-11830,公司,襄樊,湖北,中国,中南,家具-椅子-10002162,"Hon 摇椅, 可调",1118.124,3,0.4,18.564
355,CN-2017-1197917,2017/4/11,2017/4/16,标准级,袁梅-18130,公司,汕头,广东,中国,中南,技术-电话-10001271,"摩托罗拉 耳机, 整包",1117.62,3,0,391.02
2851,CN-2017-3297567,2017/3/22,2017/3/27,标准级,俞丹-12025,消费者,海口,云南,中国,西南,技术-电话-10001271,"摩托罗拉 耳机, 整包",1117.62,3,0,391.02
7843,CN-2018-2063413,2018/6/17,2018/6/21,二级,巩光-13435,消费者,上海,上海,中国,华东,技术-电话-10001271,"摩托罗拉 耳机, 整包",1117.62,3,0,391.02
156,US-2017-2560726,2017/5/2,2017/5/7,标准级,康丽-15865,消费者,温州,浙江,中国,华东,技术-电话-10004336,"三星 办公室电话机, 全尺寸",1117.368,6,0.4,-37.632
8222,US-2015-4896054,2015/9/30,2015/10/4,标准级,宋良-17170,公司,合德,江苏,中国,华东,技术-电话-10004336,"三星 办公室电话机, 全尺寸",1117.368,6,0.4,-37.632
5231,CN-2017-2960006,2017/10/7,2017/10/10,一级,段强-19420,公司,上海,上海,中国,华东,家具-椅子-10004126,"Novimex 折叠椅, 黑色",1117.2,3,0,66.78
5631,CN-2017-4853457,2017/12/24,2017/12/27,二级,贺恒-13630,消费者,北京,北京,中国,华北,家具-椅子-10004126,"Novimex 折叠椅, 黑色",1117.2,3,0,66.78
7141,CN-2015-5837615,2015/11/4,2015/11/9,标准级,陈磊-15970,消费者,海口,海南,中国,中南,办公用-装订-10000749,"Ibico 打孔机, 透明",1116.64,8,0,378.56
9656,CN-2018-3490468,2018/2/28,2018/3/7,标准级,谢斯-20950,公司,余姚,浙江,中国,华东,技术-电话-10000691,"摩托罗拉 耳机, 蓝色",1116.36,5,0.4,-688.94
8841,US-2015-1166331,2015/1/4,2015/1/9,二级,徐虹-13840,公司,金沙,江苏,中国,华东,家具-椅子-10001437,"Hon 摇椅, 每套两件",1116.108,3,0.4,-260.652
4406,CN-2018-1904299,2018/8/5,2018/8/9,标准级,刘婵-10945,消费者,绥棱,黑龙江,中国,东北,办公用-信封-10000686,"GlobeWeis 局间信封, 每套 50 个",1115.8,5,0,457.1
933,CN-2018-4075862,2018/6/23,2018/6/27,二级,贺恒-13630,消费者,青岛,山东,中国,华东,技术-复印-10004759,"夏普 复印机, 数字化",1115.52,1,0,66.92
3548,CN-2016-4178476,2016/2/2,2016/2/6,标准级,郭冬-12415,消费者,天津,天津,中国,华北,技术-复印-10004759,"夏普 复印机, 数字化",1115.52,1,0,66.92
1530,CN-2017-4526574,2017/12/13,2017/12/19,标准级,林磊-16045,小型企业,珠海,广东,中国,中南,家具-椅子-10001132,"Hon 椅垫, 黑色",1115.1,5,0.1,74.2
8620,US-2018-3189070,2018/7/1,2018/7/3,一级,邹雯-21820,消费者,东莞,广东,中国,中南,家具-椅子-10002550,"Office Star 沙滩椅, 黑色",1113.21,5,0.1,432.81
3574,US-2015-2303851,2015/5/24,2015/5/27,二级,任实-20200,消费者,海拉尔,内蒙古,中国,华北,办公用-纸张-10000816,"Green Bar 令, 优质",1111.04,8,0,287.84
8374,CN-2016-3378788,2016/11/8,2016/11/15,标准级,田丽-16495,公司,昆明,云南,中国,西南,技术-复印-10000971,"Brother 墨水, 彩色",1110.592,2,0.2,-236.208
8572,CN-2016-3381572,2016/12/25,2016/12/31,标准级,龙廷-21295,消费者,姜堰,江苏,中国,华东,办公用-收纳-10000409,"Smead 盘, 金属",1109.5,5,0,443.8
3841,US-2015-2578637,2015/11/16,2015/11/18,一级,蔡安-10270,消费者,常熟市,江苏,中国,华东,家具-书架-10004965,"Safco 搁架, 黑色",1109.304,2,0.4,-406.896
2005,CN-2015-5601190,2015/8/1,2015/8/6,二级,常光-13345,公司,湘乡,湖南,中国,中南,技术-复印-10004582,"夏普 复印机, 红色",1108.8,1,0,0
7427,CN-2018-5486414,2018/5/19,2018/5/25,标准级,夏明-18355,公司,济南,山东,中国,华东,技术-复印-10004582,"夏普 复印机, 红色",1108.8,1,0,0
8477,US-2017-3281446,2017/9/27,2017/10/4,标准级,邵娜-18565,小型企业,泉州,福建,中国,华东,办公用-收纳-10001262,"Eldon 搁板, 金属",1108.1,5,0,310.1
689,CN-2015-1529712,2015/7/2,2015/7/7,标准级,苏姝-20485,小型企业,肇东,黑龙江,中国,东北,技术-设备-10004713,"松下 计算器, 红色",1106.7,5,0,276.5
2320,CN-2018-4839636,2018/9/26,2018/9/30,二级,李丽-17365,消费者,滁州,安徽,中国,华东,家具-椅子-10001055,"Hon 沙滩椅, 每套两件",1106,5,0,242.9
4901,CN-2017-2271818,2017/9/14,2017/9/16,二级,钱宁-18655,公司,合肥,安徽,中国,华东,家具-椅子-10000671,"Hon 折叠椅, 黑色",1105.86,3,0,55.02
6829,CN-2015-2351493,2015/2/13,2015/2/15,一级,金诚-11260,消费者,大庆,黑龙江,中国,东北,办公用-装订-10002993,"Acco 打孔机, 透明",1104.32,8,0,253.12
1056,CN-2016-5036114,2016/12/6,2016/12/8,二级,蒋光-13360,小型企业,佳木斯,黑龙江,中国,东北,技术-复印-10000779,"夏普 个人复印机, 红色",1103.2,2,0,386.12
149,CN-2017-3230180,2017/10/22,2017/10/28,标准级,贺平-19105,消费者,海口,云南,中国,西南,家具-用具-10001150,"Tenex 闹钟, 耐用",1103.2,5,0,242.2
9837,CN-2016-2518780,2016/1/23,2016/1/28,标准级,丁妮-18610,公司,昆明,云南,中国,西南,技术-配件-10002874,"Enermax 键区, 可编程",1098.16,4,0,548.8
9116,CN-2016-1599696,2016/5/30,2016/5/30,当日,夏彩-10645,消费者,湖州,浙江,中国,华东,家具-书架-10004848,"Sauder 搁架, 黑色",1097.208,2,0.4,72.968
5541,CN-2016-1318873,2016/9/24,2016/9/25,一级,夏平-19120,消费者,肃州,甘肃,中国,西北,家具-椅子-10001116,"Hon 摇椅, 红色",1097.208,3,0.4,91.308
5930,CN-2015-3530738,2015/12/16,2015/12/16,当日,牛惠-14410,小型企业,潍坊,山东,中国,华东,家具-椅子-10001902,"SAFCO 沙滩椅, 黑色",1096.9,5,0,43.4
